id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean,reach_address,reachability,sector_score,geo_score,data_completeness,kmf_score,tier,sector_level_1_clean
2256063,L_61746731007,+61 7 4673 1007,Box & Co,QLD,warwick,"107 Palmerin St, Warwick QLD 4370, Australia",Retail,Others,Hat shop,False,61746731007,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256064,L_61755253601,+61 7 5525 3601,Burbur Hobbies,QLD,mudgeeraba,"32 Baraka Ct, Mudgeeraba QLD 4213, Australia",Others,Government / Utility Services,Distribution service,False,61755253601,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,9.0,1,10,55.0,Tier 2,Others
2256066,L_61294609766,+61 2 9460 9766,Whitehouse Optometrists,NSW,st leonards,"66 Pacific Hwy, St Leonards NSW 2065, Australia",Others,Others,Optometrist,False,61294609766,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256067,L_61261988956,+61 2 6198 8956,Toymate Canberra,ACT,,"18, Tenancy 3/26 Spitfire Ave, ACT 2609, Australia",Retail,Others,Toy store,False,61261988956,landline,1.0,1,Level 3,25,True,True,True,False,ACT,10,35,26.0,1,10,72.0,Tier 2,Retail
2256068,L_61738683546,+61 7 3868 3546,Power Supps Hamilton - Supplements Brisbane,QLD,hamilton,"5/485 Kingsford Smith Dr, Hamilton QLD 4007, Australia",Retail,Health & Beauty Retail,Vitamin & supplements store,False,61738683546,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256070,L_61265813759,+61 2 6581 3759,Hastings Optical Supplies,NSW,port macquarie,"1C/9 Blackbutt Rd, Port Macquarie NSW 2444, Australia",Others,Others,Optician,False,61265813759,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256071,L_61353821429,+61 3 5382 1429,Quinn & Co. Eyecare Horsham Optometrists,VIC,horsham,"149 Baillie St, Horsham VIC 3400, Australia",Others,Others,Optometrist,False,61353821429,landline,1.0,1,Level 3,25,True,True,True,False,VIC,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256072,L_61387959111,+61 3 8795 9111,Cr Labs,VIC,dandenong south,"3/66-74 Micro Cct, Dandenong South VIC 3175, Australia",Others,Others,Manufacturer,False,61387959111,landline,1.0,1,Level 3,25,True,True,True,False,VIC,10,35,9.0,1,10,55.0,Tier 2,Others
2256073,L_61350237075,+61 3 5023 7075,Quinn & Co. Eyecare Mildura Optometrists,VIC,mildura,"96 Langtree Ave, Mildura VIC 3500, Australia",Others,Others,Optometrist,False,61350237075,landline,1.0,1,Level 3,25,True,True,True,False,VIC,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256076,L_61733983369,+61 7 3398 3369,Power Supps Coorparoo - Supplements Brisbane,QLD,coorparoo,"Shop 1/429 Old Cleveland Rd, Coorparoo QLD 4151, Australia",Retail,Health & Beauty Retail,Vitamin & supplements store,False,61733983369,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256077,L_61753261688,+61 7 5326 1688,Medispecs Optometry,QLD,mountain creek,"8/158 Karawatha Dr, Mountain Creek QLD 4557, Australia",Others,Others,Optometrist,False,61753261688,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256084,L_61433889999,+61 433 889 999,Legendary Timepieces,VIC,melbourne,"570 Bourke St, Melbourne VIC 3000, Australia",Retail,Others,Watch store,False,61433889999,mobile,1.0,1,Level 3,30,True,True,True,False,VIC,10,40,26.0,1,10,77.0,Tier 2,Retail
2256085,L_61405353423,+61 405 353 423,Buy Your Watch,VIC,melbourne,"94 Elizabeth St, Melbourne VIC 3004, Australia",Retail,Others,Watch store,False,61405353423,mobile,1.0,1,Level 3,30,True,True,True,False,VIC,10,40,26.0,1,10,77.0,Tier 2,Retail
2256088,L_611300280521,+61 1300 280 521,Furnishx,NSW,warriewood,"1/7 Jubilee Ave, Warriewood NSW 2102, Australia",Others,Others,Interior Decorator,False,611300280521,shared_cost,1.0,1,Level 3,20,True,True,True,False,NSW,10,30,9.0,1,10,50.0,Tier 2,Others
2256093,L_61416606957,+61 416 606 957,Defi,NSW,nowra,"50 Berry St, Nowra NSW 2541, Australia",Retail,Others,Pet supply store,False,61416606957,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256095,L_61283855600,+61 2 8385 5600,Oscar Wylee Optometrist - Broadway,NSW,ultimo,"G15 Broadway Shopping Centre, 1 Bay St, Ultimo NSW 2007, Australia",Others,Others,Optometrist,False,61283855600,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256096,L_61279085767,+61 2 7908 5767,Bupa Optical Bondi Junction,NSW,bondi junction,"Westfield Bondi Junction, Shop 2058/500 Oxford St, Bondi Junction NSW 2022, Australia",Others,Others,Optometrist,False,61279085767,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256100,L_61296217747,+61 2 9621 7747,Envision Optometrists Blacktown - Formerly Allan Poulter,NSW,blacktown,"56 Main St, Blacktown NSW 2148, Australia",Others,Others,Optometrist,False,61296217747,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256228,L_61265845787,+61 2 6584 5787,Pillow Talk Port Macquarie,NSW,port macquarie,"Bay Park Plaza, 4 Bay St, Port Macquarie NSW 2444, Australia",Retail,Others,Homewares Store,False,61265845787,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256230,L_61240409769,+61 2 4040 9769,Modfurn Interiors,NSW,beresfield,"10 Babilla Cl, Beresfield NSW 2322, Australia",Others,Others,Interior fitting contractor,False,61240409769,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256233,L_61411279866,+61 411 279 866,Heads N Tails,NSW,wauchope,"35a Hastings St, Wauchope NSW 2446, Australia",Others,Others,Pet groomer,False,61411279866,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256234,L_61447270384,+61 447 270 384,Chlo'S Craft Closet,NSW,macquarie,"Port Macquarie NSW 2444, Australia",Retail,Others,Craft store,False,61447270384,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256235,L_61424386098,+61 424 386 098,Poppy&Codesigns,NSW,port macquarie,"12 Dodds St, Port Macquarie NSW 2444, Australia",Retail,Others,Craft store,False,61424386098,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256236,L_61265852393,+61 2 6585 2393,George & Matilda Eyecare,NSW,wauchope,"6 Bransdon St, Wauchope NSW 2446, Australia",Others,Others,Optometrist,False,61265852393,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256237,L_61265832535,+61 2 6583 2535,The Optical Superstore,NSW,port macquarie,"5/113 Horton St, Port Macquarie NSW 2444, Australia",Others,Others,Optician,False,61265832535,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256238,L_61265811238,+61 2 6581 1238,Factory Direct Optical Glasses,NSW,port macquarie,"Unit 1B/9 Blackbutt Rd, Port Macquarie NSW 2444, Australia",Others,Others,Optometrist,False,61265811238,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256239,L_61423162364,+61 423 162 364,Handmade Bags By Maria,QLD,lockrose,"Johnson Dr, Lockrose QLD 4342, Australia",Retail,Others,Handbags shop,False,61423162364,mobile,1.0,1,Level 3,30,True,True,True,False,QLD,10,40,26.0,1,10,77.0,Tier 2,Retail
2256244,L_61265852122,+61 2 6585 2122,Ttm Automotive,NSW,wauchope,"188 High St, Wauchope NSW 2446, Australia",Professional Services,Automotive Services,Mechanic,False,61265852122,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256245,L_61255641082,+61 2 5564 1082,B & W Commercials,NSW,wauchope,"Unit 1/21 Production Dr, Wauchope NSW 2446, Australia",Retail,Others,Truck repair shop,False,61255641082,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256246,L_61428035325,+61 428 035 325,Spaans Bespoke Pty Ltd,NSW,mittagong,"41 Inkerman Rd, Mittagong NSW 2575, Australia",Others,Others,,False,61428035325,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256247,L_61405800555,+61 405 800 555,Oulala Interior Design,NSW,merrylands west,"2 Bowden St, Merrylands West NSW 2160, Australia",Others,Others,Interior designer,False,61405800555,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256248,L_61248722257,+61 2 4872 2257,Me Lighting,NSW,mittagong,"Shop/3 Princess St, Mittagong NSW 2575, Australia",Others,Others,Landscape lighting designer,False,61248722257,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256250,L_611300721694,+61 1300 721 694,Hospitality Superstore,QLD,hamilton,"714 Kingsford Smith Dr, Hamilton QLD 4007, Australia",Retail,Others,Kitchen supply store,False,611300721694,shared_cost,1.0,1,Level 3,20,True,True,True,False,QLD,10,30,26.0,1,10,67.0,Tier 2,Retail
2256251,L_61248614572,+61 2 4861 4572,The Booksitters Southern Highlands,NSW,mittagong,"23 Regent St, Mittagong NSW 2575, Australia",Others,Government / Utility Services,Bookkeeping service,False,61248614572,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256254,L_61457315589,+61 457 315 589,Selciana,NSW,gosford,"277 Mann St, Gosford NSW 2250, Australia",Retail,Others,Handbags shop,False,61457315589,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256260,L_61466842502,+61 466 842 502,Wild Harry,QLD,etna creek,"11 Garn Hatch Ln, Etna Creek QLD 4702, Australia",Others,Others,Leather goods manufacturer,False,61466842502,mobile,1.0,1,Level 3,30,True,True,True,False,QLD,10,40,9.0,1,10,60.0,Tier 2,Others
2256261,L_61298183279,+61 2 9818 3279,Design4Space,NSW,balmain,"7/7 Rosebery Pl, Balmain NSW 2041, Australia",Others,Others,Interior designer,False,61298183279,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256262,L_61755201406,+61 7 5520 1406,Strand Burleigh Heads,QLD,burleigh heads,"Stockland, Shop 104/149 W Burleigh Rd, Burleigh Heads QLD 4220, Australia",Retail,Others,Bag shop,False,61755201406,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256265,L_61290672020,+61 2 9067 2020,Dr Steve Tang Optometrists,NSW,balgowlah,"377 Sydney Rd, Balgowlah NSW 2093, Australia",Others,Others,Optometrist,False,61290672020,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256268,L_61755311325,+61 7 5531 1325,The Optical Superstore,QLD,southport,"Shop 1059, Australia Fair Shopping Centre, 42 Marine Parade, Southport QLD 4215, Australia",Others,Others,Optician,False,61755311325,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,9.0,1,10,55.0,Tier 2,Others
2256269,L_61450336921,+61 450 336 921,Bondi Optical - Alan Ryan,NSW,bondi,"202A Bondi Rd, Bondi NSW 2026, Australia",Others,Others,Optometrist,False,61450336921,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,12.0,1,10,63.0,Tier 2,Professional Services
2256270,L_61481305668,+61 481 305 668,Powvow,NSW,fairy meadow,"46 Ellengowan Cres, Fairy Meadow NSW 2519, Australia",Retail,Others,Pet supply store,False,61481305668,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256271,L_61249262448,+61 2 4926 2448,Edgey Specs - Optometrist,NSW,newcastle,"456 Hunter St, Newcastle NSW 2300, Australia",Others,Others,Optometrist,False,61249262448,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256276,L_61299486619,+61 2 9948 6619,The Design Concierge,NSW,balgowlah,"512 Sydney Rd, Balgowlah NSW 2093, Australia",Others,Others,Interior designer,False,61299486619,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256278,L_61262591196,+61 2 6259 1196,Liquor Legends Top Shop,ACT,charnwood,"121 Tillyard Dr, Charnwood ACT 2615, Australia",Retail,Others,Bottle Shop and Liquor Store,False,61262591196,landline,1.0,1,Level 3,25,True,True,True,False,ACT,10,35,26.0,1,10,72.0,Tier 2,Retail
2256280,L_61410363429,+61 410 363 429,Flowers Here,NSW,dubbo,"Sheraton Road, opposite Bunnings/petbarn entrance, 2A Capstan Dr, Dubbo NSW 2830, Australia",Others,Others,Florist,False,61410363429,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256281,L_61408247217,+61 408 247 217,The Checkered Daisy,NSW,ballimore,"209 Silo Rd, Ballimore NSW 2830, Australia",Retail,Others,Sewing shop,False,61408247217,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256284,L_61266866785,+61 2 6686 6785,Be Seen Eyewear,NSW,ballina,"139 River St, Ballina NSW 2478, Australia",Others,Others,Optometrist,False,61266866785,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256292,L_61266867911,+61 2 6686 7911,B & B Timbers Ballina,NSW,west ballina,"110 Teven Rd, West Ballina NSW 2478, Australia",Retail,Others,Lumber store,False,61266867911,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256293,L_61266815550,+61 2 6681 5550,Kewel Spa And Skincare,NSW,ballina,"Unit 3/141 River St, Ballina NSW 2478, Australia",Beauty & Wellness,Beauty Salon / Barber,Beauty salon,False,61266815550,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2256294,L_61403797330,+61 403 797 330,Original Mattress Factory,NSW,ballina,"Ballina Homemaker Centre, Shop 1/26 Boeing Ave, Ballina NSW 2478, Australia",Retail,Others,Mattress store,False,61403797330,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256297,L_61283571359,+61 2 8357 1359,Bailey Nelson Optometrist,NSW,balmain,"295 Darling St, Balmain NSW 2041, Australia",Others,Others,Optometrist,False,61283571359,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256298,L_61295551188,+61 2 9555 1188,Angelo P. Christian Optometrist,NSW,balmain,"G4/2 Beattie St, Balmain NSW 2041, Australia",Others,Others,Optometrist,False,61295551188,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
2256299,L_61417850137,+61 417 850 137,Inside Interior Design,NSW,port macquarie,"7/94 William St, Port Macquarie NSW 2444, Australia",Others,Others,Interior designer,False,61417850137,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256300,L_61422415124,+61 422 415 124,Jla Interiors,NSW,port macquarie,"164 Lake Rd, Port Macquarie NSW 2444, Australia",Others,Others,Interior designer,False,61422415124,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256302,L_61298610040,+61 2 9861 0040,Efendi Catering Equipment,NSW,auburn,"17/19 Station Rd, Auburn NSW 2144, Australia",Others,Others,Equipment supplier,False,61298610040,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,10,10,64.0,Tier 2,Others
2256307,L_61280698182,+61 2 8069 8182,Eyeworld Optical Eastwood,,,"Australia, New South Wales, Eastwood, Rutledge St, 邮政编码: 2122",Retail,Others,Sunglasses store,False,61280698182,landline,1.0,1,Level 3,25,True,True,True,False,AU_rescued,10,35,26.0,1,10,72.0,Tier 2,Retail
2256308,L_61299491993,+61 2 9949 1993,Budget Eyewear Balgowlah,NSW,balgowlah,"Stockland Balgowlah, 73/197-215 Condamine St, Balgowlah NSW 2093, Australia",Others,Others,Optician,False,61299491993,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256310,L_61249556689,+61 2 4955 6689,Newcastle Renovators Discount Depot,NSW,wallsend,"lot 1/147 Newcastle Rd, Wallsend NSW 2287, Australia",Retail,Others,Bathroom supply store,False,61249556689,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256313,L_61404485457,+61 404 485 457,Bj Carpentry And Bathrooms,NSW,rutherford,"Arthur St, Rutherford NSW 2320, Australia",Others,Others,Carpenter,False,61404485457,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256316,L_61423388332,+61 423 388 332,Ntc Plumbing,NSW,yamba,"8 Claude St, Yamba NSW 2464, Australia",Others,Others,Plumber,False,61423388332,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,12.0,1,10,63.0,Tier 2,Professional Services
2256317,L_61418229214,+61 418 229 214,Star Painting & Renovation,NSW,armidale,"St, Armidale NSW 2350, Australia",Others,Others,Painter,False,61418229214,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256323,L_61435777036,+61 435 777 036,Defence Q Store,QLD,ashmore,"9/181 Currumburra Rd, Ashmore QLD 4214, Australia",Retail,Others,Camping store,False,61435777036,mobile,1.0,1,Level 3,30,True,True,True,False,QLD,10,40,26.0,1,10,77.0,Tier 2,Retail
2256324,L_61483929669,+61 483 929 669,Aerolite,NSW,ingleburn,"Warehouse 1B/35 Stennett Rd, Ingleburn NSW 2565, Australia",Retail,Others,Bag shop,False,61483929669,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256326,L_61243505000,+61 2 4350 5000,Parchem Construction Supplies - Manufacturing Only,NSW,wyong,"7 Lucca Rd, Wyong NSW 2259, Australia",Others,Others,Manufacturer,False,61243505000,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256328,L_61288832952,+61 2 8883 2952,Dezigner Renovations And Constructions,NSW,rouse hill,"Shop 5/2 Resolution Pl, Rouse Hill NSW 2155, Australia",Others,Others,Bathroom remodeler,False,61288832952,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256329,L_61449178470,+61 449 178 470,Sydney Maintenance Group - Maintenance And Kitchen And Bathroom Renovations,NSW,rouse hill,"37 Brushwood Dr, Rouse Hill NSW 2155, Australia",Others,Others,Kitchen remodeler,False,61449178470,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256330,L_61249540094,+61 2 4954 0094,Affordable Kitchens & Joinery Pty Ltd,NSW,cardiff,"Unit 4/89 Mitchell Rd, Cardiff NSW 2285, Australia",Others,Others,Kitchen remodeler,False,61249540094,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256338,L_61262805224,+61 2 6280 5224,Sleep Now,ACT,fyshwick,"21 Albany St, Fyshwick ACT 2609, Australia",Retail,Others,Mattress store,False,61262805224,landline,1.0,1,Level 3,25,True,True,True,False,ACT,10,35,26.0,1,10,72.0,Tier 2,Retail
2256340,L_61738176700,+61 7 3817 6700,Mattress Resources Australia Pty Ltd,QLD,brendale,"8 Leonard Cres, Brendale QLD 4500, Australia",Retail,Others,Mattress store,False,61738176700,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256341,L_61733870500,+61 7 3387 0500,Beds R Us Australia,QLD,loganholme,"13-15 Babdoyle St, Loganholme QLD 4129, Australia",Others,Others,Corporate office,False,61733870500,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,9.0,1,10,55.0,Tier 2,Others
2256343,L_61404368846,+61 404 368 846,Beaches Creative Kitchens,NSW,brookvale,"Unit 27/9 Powells Rd, Brookvale NSW 2100, Australia",Others,Others,Kitchen remodeler,False,61404368846,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256346,L_61401589944,+61 401 589 944,Leading Bathroom And Kitchen Renovations,NSW,alexandria,"Alexandria NSW 2016, Australia",Others,Others,Kitchen remodeler,False,61401589944,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256347,L_61452611899,+61 452 611 899,Beast Project,NSW,alexandria,"Unit 22/69 O'Riordan St, Alexandria NSW 2015, Australia",Others,Others,Bathroom remodeler,False,61452611899,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256348,L_61411725125,+61 411 725 125,Above & Beyond Bathrooms,NSW,erskineville,"Mitchell Rd, Erskineville NSW 2043, Australia",Others,Others,Bathroom remodeler,False,61411725125,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256354,L_61403893178,+61 403 893 178,Bathroom Upgrade Services,NSW,auburn,"Unit 7/191 Parramatta Rd, Auburn NSW 2144, Australia",Others,Others,Bathroom remodeler,False,61403893178,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,10,10,69.0,Tier 2,Others
2256356,L_611300029140,+61 1300 029 140,Luxurious Bathrooms,NSW,auburn,"250 Parramatta Rd, Auburn NSW 2144, Australia",Others,Others,Bathroom remodeler,False,611300029140,shared_cost,1.0,1,Level 3,20,True,True,True,False,NSW,10,30,9.0,10,10,59.0,Tier 2,Others
2256359,L_61249487466,+61 2 4948 7466,Independent Carpets,NSW,bennetts green,"11 Abdon Cl, Bennetts Green NSW 2290, Australia",Retail,Others,Carpet store,False,61249487466,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256360,L_61400470647,+61 400 470 647,Braeside Bathrooms,NSW,brookvale,"20 Ada Ave, Brookvale NSW 2100, Australia",Others,Others,Bathroom remodeler,False,61400470647,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2256367,L_61249504394,+61 2 4950 4394,Newcastle Pump Supplies,NSW,toronto,"Unit 3/9 High St, Toronto NSW 2283, Australia",Others,Others,Pump supplier,False,61249504394,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256371,L_61266440900,+61 2 6644 0900,Big River Group - Grafton,NSW,junction hill,"80 Trenayr Rd, Junction Hill NSW 2460, Australia",Others,Others,Manufacturer,False,61266440900,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2256372,L_61406567394,+61 406 567 394,"Rankraze - Digital Marketing Agency In Sydney, Australia",NSW,austral,"4 Greenhouse St, Austral NSW 2179, Australia",Professional Services,IT / Design / Creative Agency,Internet marketing service,False,61406567394,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,12.0,1,10,63.0,Tier 2,Professional Services
2256373,L_61246308849,+61 2 4630 8849,Brooklyn Fine Meats - Macarthur Square,NSW,campbelltown,"200 Gilchrist Dr, Campbelltown NSW 2560, Australia",Retail,Others,Butcher shop,False,61246308849,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256386,L_611800776789,+61 1800 776 789,Omgee,NSW,alexandria,"Sydney Corporate Park U5, Building 4/160 Bourke Rd, Alexandria NSW 2015, Australia",Retail,Others,Wine store,False,611800776789,toll_free,1.0,1,Level 3,10,True,True,True,False,NSW,10,20,26.0,1,10,57.0,Tier 2,Retail
2256392,L_61266423444,+61 2 6642 3444,Friendlies Pharmacy,NSW,grafton,"64 Prince St, Grafton NSW 2460, Australia",Retail,Health & Beauty Retail,Pharmacy,False,61266423444,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256404,L_61738314345,+61 7 3831 4345,The Infinity Group,QLD,fortitude valley,"1024 Ann St, Fortitude Valley QLD 4006, Australia",Retail,Health & Beauty Retail,Pharmacy,False,61738314345,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256405,L_61249558180,+61 2 4955 8180,My Community Pharmacy Shortland,NSW,shortland,"312 Sandgate Rd, Shortland NSW 2307, Australia",Retail,Health & Beauty Retail,Pharmacy,False,61249558180,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2256422,L_61240314333,+61 2 4031 4333,Regal Nails Head Spa,NSW,glendale,"Centre, Shop 46/387 Lake Rd, Glendale NSW 2285, Australia",Beauty & Wellness,Beauty Salon / Barber,Nail salon,False,61240314333,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2256430,L_61480344010,+61 480 344 010,Nxt-Gen Nutrition Koatra,NSW,kotara,"Northcott Dr, Kotara NSW 2289, Australia",Retail,Health & Beauty Retail,Vitamin & supplements store,False,61480344010,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
2256437,L_61732644769,+61 7 3264 4769,Power Supps Albany Creek,QLD,albany creek,"Shop 26/5-15 Jagora Dr, Albany Creek QLD 4035, Australia",Retail,Health & Beauty Retail,Vitamin & supplements store,False,61732644769,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256439,L_61747757009,+61 7 4775 7009,Nutrition Warehouse Garbutt,QLD,garbutt,"Unit 4A/143/151 Duckworth St, Garbutt QLD 4814, Australia",Retail,Health & Beauty Retail,Vitamin & supplements store,False,61747757009,landline,1.0,1,Level 3,25,True,True,True,False,QLD,10,35,26.0,1,10,72.0,Tier 2,Retail
2256440,L_611300987193,+61 1300 987 193,123Diet Australian Supplements Pty Ltd,QLD,mount warren park,"18 Mimi Ct, Mount Warren Park QLD 4207, Australia",Retail,Health & Beauty Retail,Vitamin & supplements store,False,611300987193,shared_cost,1.0,1,Level 3,20,True,True,True,False,QLD,10,30,26.0,1,10,67.0,Tier 2,Retail
